,CdW,CdR,HgW,HgR,MnW,MnR,NiW,NiR,CuW,CuR,CrW,CrR,PbW,PbR,AsW,AsR,RI_Winter,RI_Rainy
10,15.557894736842105,11.676923076923076,42.739200000000004,28.744705882352942,3175.511111111111,1676.9141531322505,245.18894529046813,133.96058486967576,345.53043478260867,237.78823529411764,742.6115702479339,441.5975232198143,1560.7588235294118,616.9,162.69099201824403,79.36324167872648,6290.588971716619,3226.945367153861
11,9.621052631578948,7.003846153846154,31.3336,26.624705882352938,3014.5111111111114,1479.4199535962878,221.51833051325437,104.22886204704386,275.3739130434783,150.68235294117648,511.11845730027557,181.59752321981426,1403.0235294117647,410.8692307692308,145.24515393386545,51.490593342981185,5611.745147945328,2411.9170679527338
12,10.999999999999998,7.961538461538462,32.012,27.62235294117647,3438.711111111111,1651.5777262180975,234.45008460236886,120.33057851239668,293.0086956521739,170.68235294117648,636.6060606060606,322.62538699690407,1526.1117647058823,570.4,156.1231470923603,69.81186685962373,6328.022863769957,2941.0118029309137
13,15.610526315789475,12.173076923076923,39.135200000000005,29.368235294117646,3769.7333333333336,1312.784222737819,253.13028764805415,141.48760330578511,347.3739130434783,243.90588235294115,802.7768595041323,380.5820433436533,1621.664705882353,744.7153846153847,165.49600912200685,82.22865412445731,7014.920834849148,2947.245102697235
14,15.705263157894738,12.253846153846151,34.980000000000004,29.430588235294117,3580.422222222222,1259.1879350348026,259.7179921037789,147.69230769230768,358.99130434782603,208.04705882352943,653.3663911845731,215.88854489164086,1569.6941176470586,629.0615384615386,158.5860889395667,74.76121562952243,6631.463379602921,2576.3230349224814
15,16.726315789473684,13.557692307692308,77.6344,30.428235294117645,5529.688888888889,1796.7749419953593,239.7743936830231,126.84043229497775,294.1565217391304,172.09411764705882,647.7796143250689,207.19504643962847,1563.6764705882351,668.8846153846154,157.42303306727482,70.07235890014472,8526.859638081094,3085.8474402635943
16,14.842105263157896,14.226923076923075,33.284,27.934117647058827,2828.9333333333334,1228.0046403712297,238.1500282007896,124.99936427209154,294.71304347826083,168.14117647058825,825.840220385675,406.5015479876161,1595.9529411764706,711.0923076923077,167.5484606613455,77.45296671490593,5999.264132499033,2758.353044232721
17,11.747368421052633,8.561538461538461,33.4536,28.24588235294118,3502.0222222222224,1836.241299303944,232.4647490129724,128.26446280991735,291.96521739130435,153.12941176470588,475.16253443526176,197.53560371517028,1401.7470588235294,457.1307692307692,145.24515393386545,59.56584659913169,6093.807904240208,2868.6748142381184
18,12.821052631578947,8.942307692307692,34.344,28.744705882352942,3499.6888888888893,1865.6380510440836,244.01579244218834,111.68467895740622,306.1913043478261,160.14117647058825,453.96143250688704,116.71826625386998,1362.3588235294117,405.6230769230769,141.20866590649945,55.05065123010131,6054.589960253281,2752.5429144537866
19,14.789473684210527,11.503846153846153,67.0344,27.56,5127.733333333334,1464.4779582366589,229.09870276367738,103.99491417673235,286.0521739130435,163.95294117647057,428.7493112947659,89.02786377708978,1381.6882352941177,430.9,138.74572405929305,50.535455861070915,7673.891354342441,2341.9529793818688
